,text,sentiment
14422,rt  USERID USERID everyone is an emotional eater only a sociopath can eat ice cream and not give a fuck  USERID ,1
14423,rt  USERID USERID everyone is so full of shit  USERID ,1
14424,rt  USERID USERID everyone just wants to hook up idc if u call me a pussy or whatever but i want a relationship and nobody else does  USERID ,1
14425,rt  USERID USERID everyone my second id is sebxh so fuck off classy you stupid ignorant cunt thinking you can get me kicked you faggot  USERID ,1
14426,rt  USERID USERID everyone on twitter is so pretty all of you are so pretty if a fuck boy tells you otherwise tell them fistingharry wants …  USERID ,0
14427,"rt  USERID USERID everyone picks their own battles

and some of yall pick the most stupid fucking battles ever  USERID ",1
14428,rt  USERID USERID everyone wants equality but not necessarily the bullshit that comes with it  USERID ,1
14429,"rt  USERID USERID everyone wants that one person that 
makes them happy amp forget about all the bullshit amp all the other people that did …  USERID ",1
14430,rt  USERID USERID everyone whos doing the walk out to let the state know they have a voice is dumb as fuck there are plenty other w…  USERID ,1
14431,rt  USERID USERID everyones bullshit has got me fucked up  USERID ,1
14432,rt  USERID USERID everyones fake as shit and yall wonder why i dont chill with anyone in eht  USERID ,1
14433,rt  USERID USERID everyones fucked up youve just gotta decide what kind of fucked up youre into  USERID ,0
14434,rt  USERID USERID everything about you is addicting as fuck  USERID ,1
14435,rt  USERID USERID everything happens for a reason so you cant really stress over shit for too long  USERID ,0
14436,rt  USERID USERID everything is so fucked up right now  USERID ,1
14437,rt  USERID USERID everything is temporary which is relieving and fucking devastating at the same time  USERID ,1
14438,"rt  USERID USERID everything went great things feel promising already

should be back to tripleshinegrab u fuckboys in 45 days i hope

maybe …  USERID ",0
14439,rt  USERID USERID everywhere “hbcufessions all these girls wanna do is get fucked and act innocentwssu”  USERID ,1
14440,rt  USERID USERID ew i accidentally followed a rat bitch lol  USERID ,1
14441,"rt  USERID USERID excellent first rule of the mob is to form another mob

fucking hellski

re URL  USERID ",0
14442,"rt  USERID USERID except a nigga grown
so i cant bitch and moan
in the session getting stoned  USERID ",1
14443,rt  USERID USERID excited to let everyone know you fucked 6 guys at pcb  USERID  USERID ,0
14444,rt  USERID USERID exo is not stucked a box but a garage after all that damn teasers  USERID ,0
14445,"rt  USERID USERID exo pathcodes
colorado
arizona
london
lyon
marseille
edinburgh
barcelona
almaty
berlin
yunnan http…  USERID ",0
14446,rt  USERID USERID expect the bullshit but never accept it  USERID ,1
14447,rt  USERID USERID expectations will fuck ya up  USERID  USERID ,1
14448,rt  USERID USERID expected it too proud to go out and vote awon ashiere rt  USERID USERID my people fall my handwhat a shitty turno…  USERID ,1
14449,rt  USERID USERID experts say you need to shut the fuck up  USERID ,1
14450,rt  USERID USERID expressing your feelings is dumb because theyre just gonna get shut down and then youre gonna feel like shit  USERID ,1
14451,rt  USERID USERID exs be like  USERID my mom said she miss you  USERID  USERID bitch fuck ya mom  USERID  USERID ,1
14452,rt  USERID USERID exs really be tryna shit  USERID  USERID ,1
14453,rt  USERID USERID eyy god how people have you in mind waiting for the day youll fuck up on here ehn  USERID ,0
14454,rt  USERID USERID ezzy just dogged the fuck outtah tubby  USERID ,1
14455,rt  USERID USERID fabulous view for our show today  USERID hello clare youre looking well from this side of the bay URL  USERID ,0
14456,rt  USERID USERID facebook tipped to reveal parse for internet of things at f8  USERID slashgear URL  USERID ,0
14457,rt  USERID USERID facebook users avoid having to cull surplus friends yourself by adding the comment who gives a shit to their status upda…  USERID ,0
14458,"rt  USERID USERID fact
a womans tits are never
the exact same size

another fact
once your face is 
buried in them
who fucking cares  USERID ",1
14459,rt  USERID USERID failure is not a fucking option  USERID ,1
14460,rt  USERID USERID faithful girls with a attitude shit sexy as fuck  USERID  USERID ,0
14461,rt  USERID USERID fake as fuck  USERID ,1
14462,rt  USERID USERID fake as fuck we photo shop URL  USERID ,1
14463,rt  USERID USERID fake promises i hate that shit  USERID ,1
14464,"rt  USERID USERID false evidence  USERID USERID kim bokdong said she was raped by  USERID soldiers during korean warhuh
h…  USERID ",1
14465,"rt  USERID USERID fan holy shit youre beautiful
justin thank you babe you too  USERID ",0
14466,rt  USERID USERID fanacc xbangtanspazzer sugas playing the piano in a remake of jump  USERID  USERID ,0
14467,rt  USERID USERID faneto has grown on trellz i remember him hearing it then got on snap talking shit about it lol  USERID ,1
14468,rt  USERID USERID fanny e rithelly  USERID ,0
14469,rt  USERID USERID fantaken 150328  USERID ‘call me baby’ myeongdong event ©xing1007 URL  USERID ,0
14470,rt  USERID USERID fast as fuck “mcgboye nigeria the land of meme URL  USERID ,0
14471,rt  USERID USERID fast forward through the bullshit  USERID ,1
14472,rt  USERID USERID fat ass  USERID  USERID  USERID USERID URL thick dick dude has anal sex with mature lady URL  USERID ,0
14473,rt  USERID USERID fat bitch twitter “latinagawd nothing worse than a bitch that thinks she looks good when she doesnt smh”  USERID ,1
14474,"rt  USERID USERID fat girls shouldn’t—

—have to deal with your narrow minded bullshit  USERID ",1
14475,rt  USERID USERID fat trel do be on some wild shit  USERID ,0
14477,rt  USERID USERID fattie and about to jump out of a c130 an bring some fucking freedom every american should rt this URL  USERID ,0
14478,rt  USERID USERID fav for left  USERID rt for right ignore if you dont give a fuck URL  USERID ,0
14479,rt  USERID USERID fav if u hella stressed  USERID ,1
14480,"rt  USERID USERID faves a shitty tweet
im a good person  USERID ",1
14481,rt  USERID USERID favourite for michelle phan retweet for velvetgh0st URL  USERID ,0
14482,rt  USERID USERID fckin dumb bitch  USERID ,1
14483,rt  USERID USERID fear natures way of telling you to fuck off  USERID ,1
14484,rt  USERID USERID febreezing my assignments so my teacher cant smell the bullshit  USERID ,1
14485,rt  USERID USERID feed ur damn animals  USERID USERID URL  USERID ,0
14486,rt  USERID USERID feel better than pussy outside today  USERID ,0
14487,rt  USERID USERID feeling so fucking horny in church im bout to shove this crucifix up my pussy right now  USERID ,1
14488,rt  USERID USERID feels so good to finally just sit and relax with my girls its been a hell of a week  USERID ,0
14489,rt  USERID USERID fellas your own niggas will be in your girls friend zone just waiting for you to fuck up  USERID ,1
14490,rt  USERID USERID females  USERID lurking skills be on some inspector gadget csi and first 48 type shit  USERID  USERID ,0
14491,"rt  USERID USERID females expect you to drive em around and go on adventures and shit

you got that adventure gas money though  USERID ",1
14492,rt  USERID USERID females find out everything they got girls who got girls who got girlsand bitches love to talk  USERID so lying is …  USERID ,1
14493,"rt  USERID USERID females got awkward mood swings 
one day they fuck with you 
the next they dont 
they associate with you when they wanna  USERID ",1
14494,rt  USERID USERID females love a jealous nigga that do this kinda shit  USERID URL  USERID ,0
14495,rt  USERID USERID females love this shit  USERID URL  USERID ,0
14496,rt  USERID USERID females lurking skills be so damn professional  USERID ,0
14497,rt  USERID USERID females so quick to say that want a nigga which is understandable but damn focus on yourself first  USERID ,1
14498,rt  USERID USERID females want a nigga who barely out of high school to have a home their own car and make hella money  USERID ,1
14499,rt  USERID USERID fidee lol  USERID USERID r i p feelings i had for you bitch  USERID ,0
14500,rt  USERID USERID fifth harmony is the most fierce group of bitches ive ever seen  USERID ,1
14501,"rt  USERID USERID fifth harmony releases a music video highlighting woman empowerment 
people slut shames the hell out of fifth harmony in …  USERID ",1
14502,rt  USERID USERID fighting over dicknever did that shit ask him who his wife is bet he make that pickmarmar  USERID ,1
14503,rt  USERID USERID final four gamecocks win 8074 to advance to the final four for the first time in school history  USERID  USERID http…  USERID ,0
14504,rt  USERID USERID final usc 8 uga 5 gamecocks salvage final game 13 groundout ends it usc improves to 199 overall 54 in sec  USERID ,0
14505,rt  USERID USERID find my old tweets and retweet them so i can delete that shit k thx  USERID ,1
14506,rt  USERID USERID finna start finessing all these bitches niggas  USERID fuck it  USERID  USERID ,1
14507,rt  USERID USERID fireside cocktails on the patio and then an evening in the lounge or  USERID URL  USERID ,0
14508,rt  USERID USERID first 911 and now this cant believe the government covers this shit up URL URL  USERID ,1
14509,"rt  USERID USERID first bowling change of the day as mitchell johnson comes on now
nz 23 for 1 after 8
URL 
ausvnz  USERID  USERID ",0
14510,rt  USERID USERID first chanyeol traps the girl now he appears in front of her all wet hair and in a bathrobe the fuck is this the girl …  USERID ,1
14511,rt  USERID USERID first lady michelle obama declares black girls rock at nj event URL URL  USERID ,0
14512,rt  USERID USERID first rule of fight club don’t fuck with louis tomlinson  USERID ,0
14513,rt  USERID USERID fiya play it loud amp share this shit  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID URL  USERID ,0
14514,"rt  USERID USERID flops on the ground

stop remaking everything holy shit

let some things just exist  USERID ",0
14515,rt  USERID USERID florida just makes me realize how much connecticut fucking sucks  USERID ,1
14516,rt  USERID USERID flying away from all the fuckboys URL  USERID ,1
14517,rt  USERID USERID foh  USERID im tired of certain ppl its a time when u just have to let ppl and their bullshit go  USERID  USERID ,1
14518,rt  USERID USERID folks nowadays do shit for you to have something against you or to have something to bring up in case they need a favor  USERID ,1
14519,rt  USERID USERID follow me for that real shit  USERID  USERID ,0
14520,rt  USERID USERID follow me if youre under 7k and fav when done ill teach you how to get your shit like this URL  USERID ,0
14521,"rt  USERID USERID follow pornoteam 
realmodela
realyhot
giffuck
gifhot
morganasexy84
pornoitaly
factoysex URL  USERID ",0
14522,"rt  USERID USERID follow the awesomeslutwife2020

oheddy
drrmoore
charlienoodz
18hot18
johnnywalkeryyc URL  USERID ",0
14523,rt  USERID USERID fookin hell im sad today  USERID ,1
14524,"rt  USERID USERID fool me 1 time shame on u
fool me twice cant put the blame on u
fool me three times fuck the signs
load the  USERID let it rai…  USERID ",1
14525,rt  USERID USERID fool me twice fuck you  USERID ,1
14526,rt  USERID USERID footage of jason harrison being shot multiple times for having screwdriver after mother tells po of mental disorder h…  USERID ,1
14527,rt  USERID USERID for a fact i dont wanna fuck with anyone else but you  USERID ,0
14528,rt  USERID USERID for all you people on  USERID heres something to get your dick hard my only foot fetish… URL  USERID ,0
14529,rt  USERID USERID for every pretty girl theres always a selfish boy making her feel like shit  USERID always  USERID ,1
14530,rt  USERID USERID for five years zayn put our happiness ahead of his own and it just took you five fucking minutes to turn your back on him s…  USERID ,0
14531,rt  USERID USERID for fucks sake he made it his profile picture URL  USERID ,0
14532,rt  USERID USERID for now i must go but i will be back one day believe me keep your heads up  USERID lukes boner  USERID ,0
14533,rt  USERID USERID for people who know about my fear of peacocks here is the picture URL  USERID ,0
14534,rt  USERID USERID for some reason i feel like shit but another part of me feels like im too alive  USERID i hate this feeling to tell yall the tru…  USERID ,1
14535,rt  USERID USERID for some reason it feel strange as fuck right now trippy  USERID ,1
14536,rt  USERID USERID for the niggas that dont really do shit i swear yall be doing the most  USERID ,0
14537,rt  USERID USERID for those of you saying im up messis arse can i say what a wonderful arse it is  USERID ,0
14538,"rt  USERID USERID for who was the fucking second cup and why did he glare at him
oh wait
the stripper is behind the guy
what wait what…  USERID ",1
14539,rt  USERID USERID forehead kisses are so fucking cute  USERID ,0
14540,rt  USERID USERID forever is a stupid fucking word  USERID ,1
14541,rt  USERID USERID found a black person wandering in my mansion today so i called the cops my bad kanye but u cant just come over damn …  USERID ,1
14542,rt  USERID USERID found her under my block poured by a glue all over her body fuck sial siapa buat dia mcm ni rot in hell you mdfk http…  USERID ,0
14543,rt  USERID USERID found this at my local library and what the fuck URL  USERID ,1
14544,rt  USERID USERID found this bad lil motherdaughter jointdamn who would you rather have can u say  USERID URL  USERID ,1
14545,rt  USERID USERID fr cause yall be killing me with that shit URL  USERID ,1
14546,rt  USERID USERID frankenstein  USERID mary shelley  USERID URL  USERID fiction amp literature  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
14547,rt  USERID USERID free my bitch  USERID  USERID ,0
14548,"rt  USERID USERID free will carried many a soul to hell but never a soul to heaven

charles spurgeon  USERID ",0
14549,rt  USERID USERID free your fucking mind before u  USERID  USERID fucking hell i feel sorry for the younger generation  USERID ,1
14550,rt  USERID USERID freemyrighthandman  USERID we some loose screwz  USERID not no nail  USERID URL  USERID ,0
14551,rt  USERID USERID frequent use of the catchphrase motherfucker actually helped samuel l jackson overcome his lifelong stuttering probl…  USERID ,0
14552,rt  USERID USERID friendly reminder that you is kind you is smart you is important step your pussy up hunny get a job own a business …  USERID ,0
14553,rt  USERID USERID friendly reminder you aint shit  USERID ,0
14554,"rt  USERID USERID friends child what the frick
friend timothy
me oh this is embarrassing i think he meant fuck

me timmy did u mea…  USERID ",1
14555,rt  USERID USERID friendship is real as fuck when you stay in your underwear together  USERID ,0
14556,rt  USERID USERID from a city where you cant show love without  USERID USERID dick riding  USERID USERID  USERID  USERID a reason why jersey city where its at now  USERID ,0
14557,rt  USERID USERID from a girl’s point of view the guy always chooses the slut from a guy’s point of view the girl always chooses the j…  USERID ,0
14558,rt  USERID USERID from tom collins to brandy alexander discover the stories behind some of the most famous eponymous cocktails URL  USERID ,0
14559,rt  USERID USERID front camera can really take your self esteem to new lows  USERID damn im ugly af  USERID ,1
14560,"rt  USERID USERID fruit by the foot 

or his cock 

samesies  USERID ",0
14561,rt  USERID USERID ft at blane blades 4 holt 14 baxter 39p 85p murphy 81 scunthorpe 0 – reportreaction at URL  USERID  USERID ,0
14562,rt  USERID USERID ft cum lube is the closest thing to actual jizz in a bottle looks and feels like real spunk URL URL  USERID ,0
14563,rt  USERID USERID fuck  USERID USERID can seriously be used for everything  USERID ,1
14564,rt  USERID USERID fuck 12 URL  USERID ,0
14565,rt  USERID USERID fuck a bad bitch  USERID amp get a real female  USERID  USERID ,1
14566,"rt  USERID USERID fuck a bitch in a peacoat

 tyga  USERID ",1
14567,rt  USERID USERID fuck a fake friend where the pizza guy at  USERID ,1
14568,rt  USERID USERID fuck a fake friend where your real friends at URL  USERID ,1
14569,rt  USERID USERID fuck a lead check  USERID trust me ill get that shit on my own  USERID  USERID ,1
14570,rt  USERID USERID fuck a spring break is it summer yet  USERID ,1
14571,rt  USERID USERID fuck all the basic shit  USERID ,1
14572,rt  USERID USERID fuck all these bitches  USERID ,1
14573,rt  USERID USERID fuck allergies  USERID  USERID ,1
14574,rt  USERID USERID fuck apologies get your shit together or fuck you too  USERID ,1
14575,rt  USERID USERID fuck around and skip school to go smoke  USERID ,1
14576,rt  USERID USERID fuck bein on some chill shit  USERID  USERID ,0
14577,rt  USERID USERID fuck being nice people take advantage of that shit too much  USERID ,1
14578,rt  USERID USERID fuck being sad  USERID ,1
14579,rt  USERID USERID fuck both holes  USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID URL  USERID ,0
14580,rt  USERID USERID fuck boys will be fuck boys  USERID ,1
14581,rt  USERID USERID fuck brandon williams and gage harris there to god damn beautiful  USERID ,0
14582,rt  USERID USERID fuck calling her  USERID USERID bae  USERID USERID shes my princess  USERID ,1
14583,rt  USERID USERID fuck calling her bae shes my queen  USERID ,1
14584,rt  USERID USERID fuck calling her bae thats my queen  USERID ,1
14585,rt  USERID USERID fuck cancer  USERID  USERID ,1
14586,rt  USERID USERID fuck chem lol  USERID ,0
14587,rt  USERID USERID fuck dis having to shave my leg weather  USERID ,1
14588,rt  USERID USERID fuck dont u just feel like u want to run your fingers through his hair when he rests his head on ur lap URL  USERID ,1
14589,"rt  USERID USERID fuck dripping this nigga pouring sauce 

URL  USERID ",0
14590,rt  USERID USERID fuck dude i love dis life  USERID ,0
14591,rt  USERID USERID fuck dude we gave 210 to allys mom won 5h a kca and helped our queens meet queen of the entire globe this week our …  USERID ,0
14592,rt  USERID USERID fuck empire this shit bout to be a go  USERID URL  USERID ,1
14593,rt  USERID USERID fuck everybody  USERID im in my own zone nigga  USERID ,1
14594,rt  USERID USERID fuck everyone bye  USERID ,0
14595,rt  USERID USERID fuck excuses learn to admit when you fuck up  USERID  USERID ,0
14596,rt  USERID USERID fuck her like youre mad at her  USERID ,1
14597,rt  USERID USERID fuck hes looking pale has he been seeing any sunlight surprised people arent shitting themselves because ghost af  USERID USERID  USERID ,1
14598,rt  USERID USERID fuck i cant wait for this summer  USERID ,1
14599,rt  USERID USERID fuck i have a book project due friday that i havent even started and im probably going to stress out so fucken much  USERID ,1
14600,rt  USERID USERID fuck i have an in class essay tomorrow  USERID ,1
14601,rt  USERID USERID fuck i love you guys youre the greatest  USERID ,0
14602,rt  USERID USERID fuck i miss bap  USERID ,1
14603,rt  USERID USERID fuck i miss my bf  USERID ,1
14604,rt  USERID USERID fuck i miss u  USERID ,1
14605,rt  USERID USERID fuck i need a fucking haircut  USERID ,1
14606,rt  USERID USERID fuck i regretted that real quick  USERID ,1
14607,rt  USERID USERID fuck i wanna go to the beach  USERID ,1
14608,rt  USERID USERID fuck i wish my baby was up right now  USERID  USERID ,1
14609,rt  USERID USERID fuck it URL  USERID ,0
14610,rt  USERID USERID fuck it imma sleeve my right arm just fill it up wit tats  USERID ,0
14611,rt  USERID USERID fuck its only 8  USERID ,1
14612,rt  USERID USERID fuck ive leveled up  USERID ,1
14613,rt  USERID USERID fuck local singles in my area where the drug dealers at  USERID ,1
14614,rt  USERID USERID fuck me URL  USERID ,1
14615,rt  USERID USERID fuck me harder  USERID URL  USERID ,1
14616,rt  USERID USERID fuck me in the ass URL  USERID ,1
14617,rt  USERID USERID fuck me pls URL  USERID ,1
14618,rt  USERID USERID fuck me up i mean fuck it up  USERID USERID worth it via  USERID USERID  USERID  USERID  USERID USERID URL  USERID ,0
14619,rt  USERID USERID fuck mixed signals  USERID ,1
14620,rt  USERID USERID fuck my ass hard 321 URL  USERID  USERID fucking  USERID  USERID sex  USERID  USERID  USERID  USERID  USERID … htt…  USERID ,0
14621,rt  USERID USERID fuck no yo  USERID  USERID USERID URL  USERID ,0
14622,rt  USERID USERID fuck of suarez  USERID ,1
14623,"rt  USERID USERID fuck off mate
nikal gandoo
u cant hit me mate
behanchod
u cant play mate
madarchod

mitchell johnson sle…  USERID ",0
14624,rt  USERID USERID fuck off neymar go gym you 3 stone cunt  USERID ,0
14625,rt  USERID USERID fuck school  USERID  USERID ,1
14626,rt  USERID USERID fuck society eat trash kill your gods  USERID ,1
14627,rt  USERID USERID fuck super sunday i want lay up  USERID  USERID ,1
14628,rt  USERID USERID fuck syrup i drizzle og hash oil on my pancakes  USERID ,1
14629,rt  USERID USERID fuck texting phone calls tweets facebook messages and all that other bullshit i want you here  USERID ,1
14630,rt  USERID USERID fuck that beef shit lets get this money  USERID ,0
14631,rt  USERID USERID fuck that bitch the nigga in the back getting abducted into the mother ship foh URL  USERID ,1
14632,rt  USERID USERID fuck the future  USERID ,1
14633,rt  USERID USERID fuck the laws man lied about bullshit and took my boy to jail free my nigga haden  USERID ,1
14634,rt  USERID USERID fuck the sun daylight sucks  USERID ,1
14635,rt  USERID USERID fuck them  USERID URL  USERID ,1
14636,rt  USERID USERID fuck these bitches then leave em for another bitch bruh cause they gone fuck u and yo homie or use u  USERID ,1
14637,rt  USERID USERID fuck theyre so cute URL  USERID ,0
14638,rt  USERID USERID fuck this URL  USERID ,0
14639,rt  USERID USERID fuck this data retention bullshit theres no way im letting tony abbott find out where i buy all my cool clothes  USERID ,1
14640,rt  USERID USERID fuck this im making scheduled tweets  USERID  USERID  USERID ,1
14641,rt  USERID USERID fuck this man  USERID im tired of crying and thinking everything is my fault  USERID ,1
14642,rt  USERID USERID fuck this school and everyone in it  USERID ,1
14643,rt  USERID USERID fuck this shit fam im out im tired of the lies tell my mom i love her tell naughty nugget he can eat my dust URL  USERID ,1
14644,rt  USERID USERID fuck this town shit i miss the city  USERID ,1
14645,rt  USERID USERID fuck those plastic friends  USERID  USERID ,1
14646,rt  USERID USERID fuck twitter and their bitch ass api limits  USERID ,1
14647,rt  USERID USERID fuck twitter fuck instagram fuck social media i wish this shit was never invented all it does is mess up the world  USERID ,1
14648,rt  USERID USERID fuck u promotor  USERID ,0
14649,rt  USERID USERID fuck u torr  USERID ,1
14650,rt  USERID USERID fuck weak joints  USERID ,1
14651,rt  USERID USERID fuck what anyone has to say about the way you dress act or express yourself do you and move on  USERID ,1
14652,rt  USERID USERID fuck what ur niggas or irrelevant outsiders gotta say bout ur relationship if u fuck wit that person there must be somethin u s…  USERID ,1
14653,rt  USERID USERID fuck whatcha heard your mine  USERID your mine  USERID  USERID ,1
14654,rt  USERID USERID fuck wit ppl who a go to hell n back for u  USERID ,1
14655,rt  USERID USERID fuck with me if ur really about it  USERID ,1
14656,rt  USERID USERID fuck with those that fuck with u fuck all the bullshit  USERID ,1
14657,rt  USERID USERID fuck wrong with these bitches  USERID  USERID ,1
14658,rt  USERID USERID fuck ya pants bitch URL  USERID ,0
14659,rt  USERID USERID fuck yeah  USERID USERID URL  USERID ,0
14660,rt  USERID USERID fuck yeah URL  USERID ,0
14661,rt  USERID USERID fuck yo grass URL  USERID ,0
14662,"rt  USERID USERID fuck you  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you
  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you
  USERID USERID  USERID USERID fuck you  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you 
  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID …  USERID ",1
14663,rt  USERID USERID fuck you al  USERID  USERID ,1
14664,rt  USERID USERID fuck you amp how you feel  USERID ,1
14665,rt  USERID USERID fuck you bitch  USERID ,1
14666,rt  USERID USERID fuck you bitch im acting brand new  USERID ,1
14667,rt  USERID USERID fuck you but fuck me first URL  USERID ,0
14668,rt  USERID USERID fuck you carvajal cristiano was trying to calm mascherano but you did that to him so fuck you pepes better than you …  USERID ,1
14669,rt  USERID USERID fuck you casillas you piece of shit  USERID ,1
14670,rt  USERID USERID fuck you for leaving and fuck you for making me think you wouldnt  USERID ,1
14671,rt  USERID USERID fuck you for messing with my feelings  USERID ,1
14672,rt  USERID USERID fuck you fuck the founding fathers  USERID ,1
14673,rt  USERID USERID fuck you fuck you and guess what fuck you  USERID  USERID ,1
14674,rt  USERID USERID fuck you im good  USERID ,0
14675,rt  USERID USERID fuck you im worth it and fuck you for making me think for the slightest second that im not  USERID ,1
14676,rt  USERID USERID fuck you jc URL  USERID ,1
14677,rt  USERID USERID fuck you lol  USERID ,1
14678,rt  USERID USERID fuck you luke  USERID USERID  USERID  USERID  USERID USERID URL  USERID ,1
14679,rt  USERID USERID fuck you math fuck you math fuck you math fuck you math fuck you math fuck you math fuck you math fuck you math fuck you m…  USERID ,1
14680,rt  USERID USERID fuck you polly  USERID URL  USERID ,1
14681,rt  USERID USERID fuck your bitch and her high waisted shorts  USERID ,1
14682,rt  USERID USERID fuckboy aesthetic  USERID URL  USERID ,0
14683,rt  USERID USERID fuckboy sent you a sticker  USERID ,1
14684,rt  USERID USERID fuckboys  USERID  USERID  USERID USERID URL  USERID ,0
14685,rt  USERID USERID fuckboys always have something to say lmao  USERID  USERID ,0
14686,rt  USERID USERID fuckboys gon be fuckboys  USERID ,0
14687,rt  USERID USERID fuckboys take notes  USERID URL  USERID ,0
14688,rt  USERID USERID fucked up girl with a fucked up life  USERID ,1
14689,rt  USERID USERID fucked up in the head but its cool  USERID ,1
14690,rt  USERID USERID fucked up shit rt  USERID USERID  USERID rt  USERID USERID this is orubebe URL  USERID ,1
14691,rt  USERID USERID fuckers kill me wit that old wiz shitlet my brother do what he wants to dowhen i pull up we do this and thats al…  USERID ,1
14692,rt  USERID USERID fuckin shit up  USERID  USERID  USERID USERID URL  USERID ,1
14693,rt  USERID USERID fuckin with me is a privilege  USERID  USERID ,1
14694,rt  USERID USERID fucking amazing URL  USERID ,0
14695,rt  USERID USERID fucking around in yo party gt  USERID ,0
14696,rt  USERID USERID fucking basic bitches come at me URL  USERID ,1
14697,rt  USERID USERID fucking bastard URL  USERID ,1
14698,rt  USERID USERID fucking bills smh URL  USERID ,1
14699,rt  USERID USERID fucking cake  USERID URL  USERID ,0
14700,rt  USERID USERID fucking crying  USERID URL  USERID ,1
14701,rt  USERID USERID fucking dress code what even  USERID ,1
14702,rt  USERID USERID fucking go over there and ask her for a selfie damn it URL  USERID ,1
14703,rt  USERID USERID fucking goals URL  USERID ,0
14704,rt  USERID USERID fucking hell URL  USERID ,0
14705,rt  USERID USERID fucking hell i had money two years ago and now i cant even afford to feed myself until friday URL htt…  USERID ,1
14706,rt  USERID USERID fucking hell that is so stiles and derek just stares at him and worries for the guys health  USERID URL  USERID ,1
14707,rt  USERID USERID fucking hell you just cant control alfie URL  USERID ,1
14708,"rt  USERID USERID fucking hot big fat cock 
sexy  USERID  USERID  USERID  USERID  USERID USERID  USERID  USERID  USERID  USERID 
URL  USERID ",0
14709,rt  USERID USERID fucking it up like always  USERID USERID URL  USERID ,0
14710,rt  USERID USERID fucking papz seriously  USERID ,1
14711,rt  USERID USERID fucking scott borchetta is at it again someone burn all of his tuxedos URL  USERID ,1
14712,rt  USERID USERID fucking with me is a privilege  USERID ,1
14713,rt  USERID USERID fuckinx shit URL  USERID ,1
14714,"rt  USERID USERID fuckn hell
you can always tell when legs drinks too much
s for everyone  USERID ",0
14715,rt  USERID USERID fucks given 1  USERID ,0
14716,"rt  USERID USERID fucks something serious up
 
me shit my bad  USERID ",1
14717,rt  USERID USERID fucktyler and adele once played grand theft auto together URL  USERID ,0
14718,rt  USERID USERID fucktyler cant watch the episode of fresh prince when wills dad leaves him because its too hard for him URL  USERID ,1
14719,rt  USERID USERID fun fact girls dont actually like surprise dick pics  USERID  USERID ,0
14720,rt  USERID USERID fun fact i have feelings even tho i act like an emotionless shell  USERID ,0
14721,rt  USERID USERID fun fact u aint shit  USERID ,0
14722,rt  USERID USERID fun fact ur a lil bitch  USERID ,0
14723,rt  USERID USERID funniest phrase of 2015 lmao  USERID USERID why is smoking dick so damn funny  USERID  USERID ,1
14724,rt  USERID USERID funniest shit on vine  USERID URL  USERID ,0
14725,rt  USERID USERID funny how a female can be having hella niggas hitting her up but she only wanna text one  USERID ,1
14726,rt  USERID USERID funny how yall are talking shit about me now but thats gonna change really quick this season will show it all and the tru…  USERID ,0
14727,rt  USERID USERID future really be talking that shit  USERID ,0
14728,rt  USERID USERID future say fuck her in the mouth and then kiss her  USERID  USERID ,0
14729,rt  USERID USERID futurestares was killin that shit too  USERID hm rap coming soon URL  USERID ,0
14730,rt  USERID USERID fvck your so called loyalty  USERID that shit is  USERID  USERID ,1
14731,rt  USERID USERID g i cant let no nigga put his hands on me man that shit just aint gone fly  USERID ,0
14732,rt  USERID USERID g i just fucking died  USERID URL  USERID ,1
14733,rt  USERID USERID gab was off the shits last night  USERID ,1
14734,rt  USERID USERID gage juss called her emo andd tole her to die i said shut the fuck up you gay ass fag bag you have no fucking life g…  USERID ,0
14735,rt  USERID USERID gahh damn URL  USERID USERID  USERID ,0
14736,rt  USERID USERID gamecock nation is already outside of  USERID USERID waiting for  USERID USERID game at 7pmaint no fan like a gamecock fan…  USERID ,1
14737,rt  USERID USERID gamecocks win and advance final 9768 over syracuse  USERID USERID  USERID  USERID URL  USERID ,0
14738,rt  USERID USERID garlic bread is the shit idk why some people hate it  USERID ,1
14739,rt  USERID USERID garnet just beat the shit outta this monster and sung a dope ass song while doing it  USERID ,1
14740,rt  USERID USERID gas bruh gas is hella expensive URL  USERID ,1
