,text,curseword,curseWordCatg,date,sentiment
34733, USERID USERID shit real lol wanted to sta my myplayer but im too tired lol  USERID ,shit,7,Oct2011,1
24425, USERID USERID shit same chillen so u think u khole in tht 2k huh  USERID ,shit,7,Oct2011,1
16622, USERID USERID shit send me some followers lol  USERID ,shit,7,Oct2011,0
10844, USERID USERID shit that make two of us lol imma swing thru roosters tomorrow g i want the honey bbq  USERID ,shit,7,Oct2011,0
34278, USERID USERID shit that sounds dope as fuck  USERID ,fuck,7,Oct2011,1
38326, USERID USERID shit thats what im trying to do  USERID ,shit,7,Oct2011,1
458, USERID USERID shit thats why im prepared  im on my way for the needles gt lmfao  USERID ,shit,7,Oct2011,1
4413, USERID USERID shit the other day at work i was on the 3rd floor and i went downstairs jajajaj fawk that  USERID ,shit,7,Oct2011,0
33255, USERID USERID shit they wont i will go ham lol  USERID ,shit,7,Oct2011,1
6650, USERID USERID shit up bored af finna play summn on netflix n try to go to sleep  USERID ,shit,7,Oct2011,1
6780, USERID USERID shit up smoking wide awake i was gone txt u yday bt i hate going thru da whole who dis n all dat lol srry  USERID ,shit,7,Oct2011,0
17247, USERID USERID shit v e r y  USERID ,shit,7,Oct2011,0
28936, USERID USERID shit watchin jersey shore  USERID ,shit,7,Oct2011,0
13919, USERID USERID shit wats da deal  USERID ,shit,7,Oct2011,1
19439, USERID USERID shit whats shaking where u been  USERID ,shit,7,Oct2011,1
14355, USERID USERID shit where you bout to go  USERID ,shit,7,Oct2011,1
24309," USERID USERID shit yu wanna be 3 1 fuccn w me
im 1 and 1 on tha 2 on 2 tho  USERID ",shit,7,Oct2011,0
35540, USERID USERID shiting mefrom wat i seen u are  USERID ,shit,7,Oct2011,1
37748, USERID USERID shits crazy but wyd  USERID ,shit,7,Oct2011,1
32270, USERID USERID shits gets old time to move up ha  USERID ,shit,7,Oct2011,1
37248, USERID USERID shits real out here man  USERID ,shit,7,Oct2011,0
27214, USERID USERID shitt coolinn moee fuckk yu been up too yu still hoopinn  USERID ,shit,7,Oct2011,1
34244, USERID USERID shittin on them uckas duh   USERID ,shit,7,Oct2011,1
29653, USERID USERID shonuff but i mite have to change it to december im gettin a lot of shit in november  USERID ,shit,7,Oct2011,0
941, USERID USERID shop for me shit  USERID ,shit,7,Oct2011,1
22100, USERID USERID shuda went by my damn self fuck • °°  °° flips table  USERID ,damn,2,Oct2011,0
25369, USERID USERID shut le hell up lmao  USERID ,hell,2,Oct2011,1
25288, USERID USERID shut the fuck up   USERID ,fuck,7,Oct2011,1
20512, USERID USERID shut the fuck up  USERID ,fuck,7,Oct2011,1
21037, USERID USERID shut the fuck up  take your nap you chapped lipped freak  USERID ,fuck,7,Oct2011,1
20153, USERID USERID shut the fuck up freaking bitch   USERID ,bitch,1,Oct2011,1
32374, USERID USERID shut the fuck up guys you sound like fucking idiots except  USERID USERID   USERID USERID who speak the fucking truth  USERID ,fuck,7,Oct2011,1
31413, USERID USERID shut the fuck up you know youre going to bed soon too  USERID ,fuck,7,Oct2011,1
26805, USERID USERID shut the fuck up your not even hard your on that  USERID go choke on your mothers dick  USERID USERID  USERID USERID  USERID ,dick,1,Oct2011,1
4866, USERID USERID shut up got damn  USERID ,damn,2,Oct2011,1
2368, USERID USERID shut up u tit lol shud stop playin footy and get bk to skool messi landed at robin hood airpo at 0615   USERID ,tit,1,Oct2011,0
10890, USERID USERID si ya se  USERID USERID shush bitch jaja  USERID  USERID ,bitch,1,Oct2011,1
4012, USERID USERID siao i read like shit leh  misread common practices as common space srsly idk why i felt weird cos pa a alr but still  USERID ,shit,7,Oct2011,1
10422, USERID USERID sigh why do all the whores have to follow me  USERID ,whore,1,Oct2011,1
35534, USERID USERID silver shoes go lol  USERID ,hoe,1,Oct2011,0
32030, USERID USERID since i know youre a nerd and would know this what the hell is cloud technology i think i get it but not really lol  USERID ,hell,2,Oct2011,1
22792, USERID USERID since when are you gayoh wait  USERID ,gay,1,Oct2011,1
17859, USERID USERID sinha doesnt do shit i agree  USERID ,shit,7,Oct2011,0
16568, USERID USERID sini bha peanian sebelah library baru tuh area maktab gaya  USERID ,gay,1,Oct2011,0
14642, USERID USERID sini2 mba den aku ajrin ahaha gaya ik  USERID ,gay,1,Oct2011,0
19892, USERID USERID sirens buffalo oh shit hanh  you better run  lol   USERID ,shit,7,Oct2011,0
29932, USERID USERID siri and yea fuck bb  USERID ,fuck,7,Oct2011,1
17085, USERID USERID siri where the fuck is my satnav  USERID USERID its in the back of your fucking wardrobe  USERID ,fuck,7,Oct2011,1
14433, USERID USERID sis the dress fitted as hell lol i look more thick lol  USERID ,hell,2,Oct2011,1
7224, USERID USERID six chasgraphs illustrate unfair competition between gov’towned  private operators  USERID USERID URL  USERID ,tit,1,Oct2011,1
34670, USERID USERID skankees get it right  hahaha  USERID ,skank,1,Oct2011,0
31287, USERID USERID skanky stanky leg minion  USERID ,skank,1,Oct2011,0
4138, USERID USERID skip aja dong mangg    USERID ,dong,1,Oct2011,1
22848, USERID USERID slick coolin   packin my shit   wassup wit u cuz  USERID ,ass,3,Oct2011,0
10204, USERID USERID slut whatwho have i done now  USERID ,slut,1,Oct2011,1
26348, USERID USERID smdh fuck wrong witchu   USERID ,fuck,7,Oct2011,1
841, USERID USERID smh  thats why i dont do shit for people lmao  USERID ,shit,7,Oct2011,1
35379, USERID USERID smh fuck you lol   USERID ,fuck,7,Oct2011,1
17800, USERID USERID smh good luck wit dat shit boi  USERID ,shit,7,Oct2011,0
20575, USERID USERID smh it stands for now following get hip to the lingo lol that shit was wack  USERID ,shit,7,Oct2011,1
21178, USERID USERID smh its crazy i hate when i have a sexual dream i wake up pissed haha  USERID ,pissed,7,Oct2011,1
11055, USERID USERID smh somehow i aint see that hoe  USERID ,hoe,1,Oct2011,1
7535, USERID USERID smh u aint on shit  USERID ,shit,7,Oct2011,1
20946, USERID USERID smh u musta said that shit wrong lol  USERID ,shit,7,Oct2011,1
22292, USERID USERID smh wtf going now son did u had to choke a hoe ctfup  USERID ,hoe,1,Oct2011,1
29981, USERID USERID smhdamn my bad cyber pass lol  USERID  USERID ,damn,2,Oct2011,1
31243, USERID USERID smhi think to myself damnniggas were lining up to get with unow u fat and nastylol  USERID ,damn,2,Oct2011,1
28254, USERID USERID smoking some fucking pot URL URL  USERID ,fuck,7,Oct2011,1
37191, USERID USERID sms gue dong wkwk  USERID ,dong,1,Oct2011,0
2452, USERID USERID snap thats hella long i feel like they bring you down too much time for a new environment lol  USERID ,hell,2,Oct2011,1
18228, USERID USERID snatch po tang cat vagina pussy  USERID ,pussy,1,Oct2011,0
35537, USERID USERID snooki man talkin shit  USERID ,shit,7,Oct2011,0
16750, USERID USERID snoops thru my fb and calls me a hoe nigger lol  USERID ,nigger,0,Oct2011,1
22089, USERID USERID snop suppos arsenal haha i lt3 snoop d  USERID ,arse,3,Oct2011,0
35587, USERID USERID so bring me back a damn drink haha lolsike naw  USERID ,damn,2,Oct2011,1
5491, USERID USERID so did they get everything they needed to get all that shit outwe need u healthy u know nashville awaits   USERID ,shit,7,Oct2011,1
33438, USERID USERID so early  then holiday surely damn bored  USERID ,damn,2,Oct2011,1
9134, USERID USERID so fucking confused right now i dont even remember going to bed last night  USERID ,fuck,7,Oct2011,1
11455, USERID USERID so i cant get no sub damn bruh you green af  never wanna share  USERID ,damn,2,Oct2011,1
35852, USERID USERID so im guessin im not invitedwe gon have to have a talk about this shitgoes to contactslooks up msspicylmao  USERID ,shit,7,Oct2011,1
22351, USERID USERID so jealousstuck in this gay town  USERID ,gay,1,Oct2011,1
13623, USERID USERID so not funny dom like he was staring for a goodt 5 minutesi shoulda point my damn middle finger shit  USERID ,damn,2,Oct2011,1
10556, USERID USERID so pat came in the door and said okay bruins get your asses ready to get fucked he frightens me sometimes  USERID ,ass,3,Oct2011,1
16166, USERID USERID so scientists have proven that you are not born gay a these studies were funded by what totally gay politicians i think not  USERID ,gay,1,Oct2011,1
15830, USERID USERID so tired of the same ol shitits not gonna go anywherei put it out there and it came back and slapped me in faceanswer phone  USERID ,shit,7,Oct2011,1
5662, USERID USERID so u are so fake u let a stanking hoe talk about yo own sisteran den tell me  USERID ,hoe,1,Oct2011,1
13760, USERID USERID so wateva ion fuckin with u  USERID ,fuck,7,Oct2011,1
9079, USERID USERID so what if theyre all aitotuned to hell  USERID ,hell,2,Oct2011,1
37208, USERID USERID so what stop bitching we out  USERID ,bitch,1,Oct2011,1
17297, USERID USERID so whats up with the  USERID im sorry if i was being a bitch earlier thing  USERID ,bitch,1,Oct2011,1
18465, USERID USERID so when do we get to see the shoes   USERID USERID  USERID ,hoe,1,Oct2011,1
22833, USERID USERID so when israel kill lebo kids and egyptians do you get a sad feeling or a fuck yeah feeling  USERID  USERID  USERID ,fuck,7,Oct2011,1
29690, USERID USERID so why did you do it arent you the one saying that you want this drama to stop well then why the fuck did u bring her  USERID ,fuck,7,Oct2011,1
28152, USERID USERID so you can see all that money and all those hoes  USERID ,hoe,1,Oct2011,0
15668, USERID USERID so you gottaexpect some strange shit but u can block weirdos n haters guests will sometimes cone in ur room to bash you  USERID ,shit,7,Oct2011,1
28071, USERID USERID so you won that shit  USERID ,shit,7,Oct2011,0
29857, USERID USERID so your boyfriend is the one behind my hourssales at my store going down soon huh damn uniqlo  USERID  USERID ,damn,2,Oct2011,1
1199, USERID USERID soa is my shit  USERID ,shit,7,Oct2011,1
5857, USERID USERID sobra mehn bitter ako sa paper na yun sabi niya okay daw pero he wants me to look at media structures and shit   USERID ,shit,7,Oct2011,1
7098, USERID USERID som de valde i   snacka om att du är islamist inte liten sådan heller  USERID  USERID ,hell,2,Oct2011,1
34935, USERID USERID some asshole i gave my number to and he cant spell for shit  USERID ,ass,3,Oct2011,1
15371, USERID USERID some bitches just cant count  USERID ,bitch,1,Oct2011,1
6296, USERID USERID some black people are just too dim to realise this black history month bullshit marginalises black people  USERID ,shit,7,Oct2011,1
33161, USERID USERID some decent matches  some shitty segments about a 5050 show  USERID ,shit,7,Oct2011,1
1833, USERID USERID some ignorant shit just happened and i snapped   USERID ,shit,7,Oct2011,1
19411, USERID USERID some shit that we seen comin  USERID ,shit,7,Oct2011,0
19881, USERID USERID someday youll substitute nina with pauly hopefully soon  USERID ,tit,1,Oct2011,0
28322, USERID USERID somehow i think im gonna have to call bullshit on this one  USERID ,shit,7,Oct2011,1
33095, USERID USERID someones gonna shit massively tonight  USERID ,ass,3,Oct2011,1
18070, USERID USERID soml but i like all the free shit i get now though   USERID ,shit,7,Oct2011,0
1874, USERID USERID son im with the warriors and this nigga ellis dont pass that rock for shitbout to ask for a trade to the bobcats or suns  USERID ,ass,3,Oct2011,0
12603, USERID USERID son now thats a comute but do wut u gotta do to ball on deez hoes lol  USERID ,hoe,1,Oct2011,0
3693, USERID USERID son of a bitch  USERID  USERID ,bitch,1,Oct2011,1
17309, USERID USERID soo gagamitin ko ung binigay nyo saakinthen ing page para sa news  USERID ,gay,1,Oct2011,0
11821, USERID USERID sorry bro but i have to do this to you simply because i got it  USERID USERID ft  USERID USERID wegotit URL  USERID ,tit,1,Oct2011,0
37784, USERID USERID sorry bro for the beauf movement it was damn much fun lol  USERID ,damn,2,Oct2011,0
23511, USERID USERID sorry bro my brother trashed them i was shitty   USERID ,shit,7,Oct2011,1
7037, USERID USERID sorry but he was an asshole to my friend and her 7 year old niece uncle jesse is forever on my shit list  USERID ,ass,3,Oct2011,1
16057, USERID USERID sorry for steppin on yo shoes today in 1st block lol  USERID ,hoe,1,Oct2011,0
2936, USERID USERID sorry hoe work got busy  USERID ,hoe,1,Oct2011,1
10251, USERID USERID sorry i didnt get the  USERID USERID till now for some reason inhales slowly face neutral but posture tense says warily hello  USERID ,hell,2,Oct2011,1
24152, USERID USERID sorry i forgot to answer earlier i can ask but i think i might have family shit sunday  USERID ,shit,7,Oct2011,1
6200, USERID USERID sorry i had no idea what it was when i clicked it twitter gotta get the fuck outta here with that recent stream  USERID ,fuck,7,Oct2011,1
22911, USERID USERID sorry i snoozed hi no need to put cocktails down all beverages accepted  USERID  USERID ,cock,1,Oct2011,0
37125, USERID USERID sorry i would have tweeted back but it was fuckin  USERID ,fuck,7,Oct2011,1
6097, USERID USERID sorry skips for being so gay and clueless  USERID  USERID ,gay,1,Oct2011,1
19277, USERID USERID sorry some stupid shit came up that day i was supposed to call u my bad  USERID ,shit,7,Oct2011,1
33777, USERID USERID sory dicky lagi serius foto2in smash p  USERID ,dick,1,Oct2011,0
31734, USERID USERID sound like sum shit she wuld say i guess i needa keep yu away from her she a bad influence on yu bob   USERID ,shit,7,Oct2011,1
31347, USERID USERID spaces and caps now des some boss shit  lmao ima text youu  nd we haha  USERID ,shit,7,Oct2011,1
25301, USERID USERID spore is shit dont come back here the pap propaganda has infiltrated your mind  USERID ,shit,7,Oct2011,1
26949, USERID USERID staed my shit at 10 took me 20 min banged that shit out  USERID ,shit,7,Oct2011,0
35285, USERID USERID stand up beaut hittin it solo wow im friggin dicked  USERID  USERID wheres  USERID USERID when you need him  USERID ,dick,1,Oct2011,0
11536, USERID USERID stay on her own dickugly ass  USERID ,dick,1,Oct2011,1
38138, USERID USERID step be nice nd just do it for her damn  USERID ,damn,2,Oct2011,0
18043, USERID USERID stfu niggayu a bitch  USERID ,bitch,1,Oct2011,1
21815, USERID USERID stil sexy as hell  USERID ,hell,2,Oct2011,0
14639, USERID USERID still not home yet are u shitting me  USERID ,shit,7,Oct2011,1
19558, USERID USERID stop being a hoe and put some clothes on   USERID ,hoe,1,Oct2011,0
35210, USERID USERID stop buying that boy shoe he cant even walk yet lol  USERID ,hoe,1,Oct2011,1
24791, USERID USERID stop callin me dat  u been callin me that stupid shit allday   USERID ,shit,7,Oct2011,1
19831, USERID USERID stop eat red garden come fuck w a real chinese spot lmaoo  USERID ,fuck,7,Oct2011,1
38559, USERID USERID stop moaning and make some bloody good tv bitch thanks again for the lovely gift x  USERID ,bitch,1,Oct2011,0
28040, USERID USERID stop pocket dialing me u fag its the 2nd time this weeklock ur goddamn phone  USERID ,fag,1,Oct2011,1
6657, USERID USERID stop talking cock   USERID ,cock,1,Oct2011,1
21672, USERID USERID stop texting me hoe  USERID ,hoe,1,Oct2011,1
30869, USERID USERID stop trying to sta shit and subtweeting me and i wont have a reason too  USERID ,shit,7,Oct2011,1
313, USERID USERID story just how i got fucked last night by my army boy m  USERID ,fuck,7,Oct2011,1
23802, USERID USERID straight d wah fuck sia the faci1 ahahha  USERID ,fuck,7,Oct2011,0
1934, USERID USERID studying smoking cigarettes drinking coffee listening to jams and shit whats g00d  USERID ,shit,7,Oct2011,0
2068, USERID USERID such a little fucking hacker   USERID ,fuck,7,Oct2011,1
14153, USERID USERID suck my dick pattypoop  USERID ,dick,1,Oct2011,1
21004, USERID USERID sunday if morning flight then is 0 bucks leh like damn early 6 am lol nope no classes on monday i checked for fri 6 pm  USERID ,damn,2,Oct2011,0
20972, USERID USERID sure daddy  USERID USERID spreading legs in anticipation of being fucked throughly  USERID ,fuck,7,Oct2011,0
22709, USERID USERID susah gile nak bukak screw yg kat tgh2 sampai skang x dpt bukak lca ko weh lca ko memang x ckp screw ke  USERID ,screw,1,Oct2011,0
33738, USERID USERID swear cuz reading their shit just reminds me how fuckin stupid they rlol  USERID ,shit,7,Oct2011,1
38585, USERID USERID swear when you have too much idle time your thoughts haunt the shit outta you  USERID ,shit,7,Oct2011,1
37101, USERID USERID sí ya estaba haciendo el super oso dije y en que momento esto sucedió pinche sustitos  USERID  USERID ,tit,1,Oct2011,0
20861, USERID USERID só fico indignado quando vejo que uma parada gay mobiliza 15 milhão de pessoas e protestos contra corrupção possuem 3 mil  USERID ,gay,1,Oct2011,2
6186, USERID USERID tagg foto dong yang di kelas tadi  USERID  USERID ,dong,1,Oct2011,0
8167, USERID USERID tahlia and bree you havent met her but shes absolutely lovely yeah lemme know as we can go 2 hot damn too   USERID ,damn,2,Oct2011,0
38452, USERID USERID taiwan ada the zone eh along nak tau tak smlm amir bwk ngah pergi club gay ade ke patut oh sini ptg mlm karang pay lg yeay  USERID ,gay,1,Oct2011,0
4020, USERID USERID take a damn shower  USERID ,damn,2,Oct2011,1
33740, USERID USERID take that shit off my tl  USERID ,shit,7,Oct2011,0
140, USERID USERID take your secure tweets off so i can  USERID that shit  USERID ,shit,7,Oct2011,0
7700, USERID USERID takibi gayet zevkli oluyo elbetteböyle karşılıklı olunca ozanaşık atışması gibi  USERID ,gay,1,Oct2011,0
24900, USERID USERID talk n about he got a toothache after he ate all that damn candy  USERID ,damn,2,Oct2011,1
11534, USERID USERID talk to your dad and shit you 18  USERID ,shit,7,Oct2011,0
20747, USERID USERID team yozora fuck sena  USERID ,fuck,7,Oct2011,1
38170, USERID USERID tell em bitches u doing u and that a million dollar role they could never play hustle hard doll  USERID ,bitch,1,Oct2011,0
22890, USERID USERID tell him hello and we still miss him as thorne  USERID ,hell,2,Oct2011,1
31212, USERID USERID tell me about it annoying as fuck  USERID ,fuck,7,Oct2011,1
34713," USERID USERID tell satan i said his mother
spiritvsflesh
nocontest
hello  USERID ",hell,2,Oct2011,1
13416, USERID USERID temple of doom scared the shit out of me as a kid crusade was probably my favourite until skulls obviously trollin  USERID ,shit,7,Oct2011,1
4936, USERID USERID ter hoogte van balgerhoeke 44 liggen er al dagen gebroken dakpannen op de stoep ruimen wij dat op of doen  USERID dat  USERID ,hoe,1,Oct2011,0
3108, USERID USERID teteh ukeun pin nya gina sama teh arin dong kemaren keapus teh  USERID ,dong,1,Oct2011,0
5, USERID USERID text me back now you bitch  USERID ,bitch,1,Oct2011,1
22027, USERID USERID text me bak bitch   USERID ,bitch,1,Oct2011,0
17901, USERID USERID tha fuck ima say newpo err time i be too high for that shit miss me wit that tweet  USERID ,shit,7,Oct2011,1
34568, USERID USERID thank you and here s to the gay smiley you just sent patron  USERID  USERID ,gay,1,Oct2011,0
29002, USERID USERID thank you for my battle cry pants are bullshit  USERID ,shit,7,Oct2011,1
37732, USERID USERID thank you so much i love my twitter arsenal d  USERID ,arse,3,Oct2011,0
10913, USERID USERID thanks  damn now i want a cookie  USERID ,damn,2,Oct2011,1
32764, USERID USERID thanks bitch yu betta kum 2maro too  USERID ,bitch,1,Oct2011,0
29691, USERID USERID thanks but today was bprin as hell lol  USERID ,hell,2,Oct2011,0
26557, USERID USERID thanks damnit now i bought a skrillex album on itunes haha loving this shit though  USERID ,damn,2,Oct2011,0
784, USERID USERID thanks for bringing  USERID USERID and  USERID USERID to singapore it was fucking wicked last night  x  USERID ,fuck,7,Oct2011,0
8731, USERID USERID thanks for checking us out the largest gay male online dating social network URL  USERID ,gay,1,Oct2011,0
33151, USERID USERID thanks for coming over dick  USERID ,dick,1,Oct2011,0
634, USERID USERID thanks for keeping us informed fuckass  USERID ,ass,3,Oct2011,1
31612, USERID USERID thanks for the  laura you can check out the offending toolong title at amazon if youre so moved URL   USERID ,tit,1,Oct2011,0
19873, USERID USERID thanks for the invite dick i hate you  USERID ,dick,1,Oct2011,1
8351, USERID USERID thanks for the tickets that i won in the competition  cannot wait for degas  USERID ,tit,1,Oct2011,0
25151, USERID USERID thanks tita kux maya ka na daw samahan ng tita ko may repo cya hehehe  USERID ,tit,1,Oct2011,0
9386, USERID USERID thanks waelyou talked when none of the so called  USERID USERID independent media bastards talkedand they sucked cocks 4 mubarks regime  USERID ,cock,1,Oct2011,1
13692, USERID USERID that ass needs fucking   USERID ,ass,3,Oct2011,1
10762, USERID USERID that bitch from africa  lmao  USERID ,bitch,1,Oct2011,0
12042, USERID USERID that bitch litterally does not know what no means lmao i strait said no and she just got in front of me lol  USERID ,bitch,1,Oct2011,1
22127, USERID USERID that dam hiphop chicken good as shit  USERID ,shit,7,Oct2011,0
19810, USERID USERID that dude sounded like a douche when he auditioned 2 weeks ago but he can fucking sing  USERID ,fuck,7,Oct2011,0
9689, USERID USERID that guy was a role model to memore like a demi godfuck i even criedbut jst 3 tears  USERID ,fuck,7,Oct2011,0
15489, USERID USERID that happens to me every goddamn time i watch that show  USERID ,damn,2,Oct2011,1
32100, USERID USERID that is correct quotationdependentperson not really being bitchy coz you are stating a fact   USERID ,bitch,1,Oct2011,1
22713, USERID USERID that is funny as hell when that happens lol  USERID ,hell,2,Oct2011,0
36813, USERID USERID that is like a shit load lighter then me  USERID ,shit,7,Oct2011,0
34426, USERID USERID that is soo sad i feel for you at the same time youre obvs a shit driver  USERID ,shit,7,Oct2011,1
24837, USERID USERID that is weirder than your craving for cock  USERID ,cock,1,Oct2011,1
20618, USERID USERID that it is i was in 10th grade in 85 a pure hellion in the making baseball motorcycles  girls back then  USERID ,hell,2,Oct2011,0
26312, USERID USERID that looked lik that eron evans type shit lmao  USERID ,shit,7,Oct2011,1
19098, USERID USERID that nigga lame as hell ill go  USERID ,hell,2,Oct2011,1
37983, USERID USERID that shi looks like a couple of travelodge sheets stitched together  USERID  USERID ,tit,1,Oct2011,0
20054, USERID USERID that shit aint funny  what do i look like going out with a freshman  USERID ,shit,7,Oct2011,1
28886, USERID USERID that shit aint funny lol  USERID ,shit,7,Oct2011,1
2870, USERID USERID that shit be hella gay  USERID ,gay,1,Oct2011,0
22535, USERID USERID that shit be scaring me too lol  USERID ,shit,7,Oct2011,1
14058, USERID USERID that shit been going on for years aint nothing new to me  USERID ,shit,7,Oct2011,1
11859, USERID USERID that shit get u in tha mood 4real  USERID ,shit,7,Oct2011,0
13656, USERID USERID that shit gunna be spoiled by time i see you lol  USERID ,shit,7,Oct2011,1
5028, USERID USERID that shit is nasty looking  USERID ,shit,7,Oct2011,1
15156, USERID USERID that shit is to funny tho  USERID ,shit,7,Oct2011,1
23777, USERID USERID that shit legit aint it bruh  USERID ,shit,7,Oct2011,0
7685, USERID USERID that shit looks so fake what mag is that they need several seats  USERID ,shit,7,Oct2011,1
4902, USERID USERID that shit made me wanna drop down and get dha popbang going lol  USERID ,shit,7,Oct2011,0
11158, USERID USERID that shit sounds like a stomach ache  USERID ,shit,7,Oct2011,1
23177, USERID USERID that shit true tho  USERID ,shit,7,Oct2011,0
3642, USERID USERID that shit was long af but i do see what your saying  USERID  USERID ,shit,7,Oct2011,1
3623, USERID USERID that shits gona be live im goin  USERID ,shit,7,Oct2011,0
26283, USERID USERID that shows fucking stupid as hell watch a real thursday night show its always sunny  USERID ,hell,2,Oct2011,1
23434, USERID USERID that test is the biggest waste aint shit like sats  USERID ,shit,7,Oct2011,1
22569, USERID USERID that was the funniest shit ive seen all week no gas i was just laughing all out loud in times square by myself so reckless  USERID ,shit,7,Oct2011,0
10010, USERID USERID that was the last episode i saw once he did that i was like oh hell no  USERID ,hell,2,Oct2011,1
31644, USERID USERID that would be horrible i hope i aint gotta go to prom by myself  ill be damn  i take mines november 13 or 18 one of them   USERID ,damn,2,Oct2011,0
29427, USERID USERID that39s some real shit haha  USERID ,shit,7,Oct2011,0
9543, USERID USERID thats a bitch across the knee doesnt help healing either  USERID ,bitch,1,Oct2011,1
10299, USERID USERID thats ah fuckin shame right dere  USERID ,fuck,7,Oct2011,1
17083, USERID USERID thats cool cuz have a safe trip nshit when yall come back im leavin on sunday  USERID ,shit,7,Oct2011,0
8805, USERID USERID thats fucked lmao you asked  USERID ,fuck,7,Oct2011,1
26215, USERID USERID thats fucking great i love you  what you been doin shawty  USERID ,fuck,7,Oct2011,0
12073, USERID USERID thats great for him but tht doesnt entitle him 2 anythingbobby orr changed the entire game yet hes the humblest guy ever  USERID ,tit,1,Oct2011,0
19067, USERID USERID thats how a bitch say she got pregnant lmao  USERID ,bitch,1,Oct2011,1
24346, USERID USERID thats like saying black people cant get along with whites because of their color its kind of fuck up do you agree  USERID ,fuck,7,Oct2011,1
27594, USERID USERID thats not fair my one patna aint never even seen me dressed up and he still tryna fuck  USERID ,fuck,7,Oct2011,1
35716, USERID USERID thats not what it seemed like when you were riding ma dick   USERID ,dick,1,Oct2011,1
33276, USERID USERID thats nothing my dad had a full on bitch fit the first time i wore my vanity lines out of the house   USERID ,bitch,1,Oct2011,1
31289, USERID USERID thats one hell of a drug  USERID ,hell,2,Oct2011,1
38396, USERID USERID thats one hell of a mix lol  USERID ,hell,2,Oct2011,0
8619," USERID USERID thats right 
and 10 days left before donghaes bihday
haha  USERID ",dong,1,Oct2011,1
37264, USERID USERID thats some fresh shit  USERID ,shit,7,Oct2011,0
28312, USERID USERID thats sounds very homo lol  like baby call me type of shit lol  USERID ,shit,7,Oct2011,0
283, USERID USERID thats the 1st sng i fell in love withdamn  USERID ,damn,2,Oct2011,0
28929, USERID USERID thats the gayest  USERID ive ever seen lol  USERID ,gay,1,Oct2011,1
6429, USERID USERID thats the gayest thing ive heard all day  USERID ,gay,1,Oct2011,1
7549, USERID USERID thats the god damn truth but its close to not as worse  USERID ,damn,2,Oct2011,1
11044, USERID USERID thats the same shit kj do lmao  USERID ,shit,7,Oct2011,1
27218, USERID USERID thats true they got damn  USERID  USERID ,damn,2,Oct2011,0
1917," USERID USERID thats what everyone wants shit dont always work out
like that  USERID ",shit,7,Oct2011,0
27857, USERID USERID thats what that shit is called haha idk if niggas call that shit that anymore i tried to buy some carolina 5s last year  USERID  USERID ,shit,7,Oct2011,1
29871, USERID USERID the door was open and they were just fucking dear god  USERID ,fuck,7,Oct2011,0
26050, USERID USERID the field ur playing on is complete shitim sorry to tell you  USERID ,shit,7,Oct2011,1
27777, USERID USERID the fuck outa here  USERID ,fuck,7,Oct2011,1
2156, USERID USERID the fuck you think u is leighh  USERID ,fuck,7,Oct2011,1
25514, USERID USERID the fucking robe queue not moving  USERID ,fuck,7,Oct2011,1
25415, USERID USERID the fucking song lt3  USERID ,fuck,7,Oct2011,1
14341, USERID USERID the fucking thing broke off  USERID ,fuck,7,Oct2011,1
16119, USERID USERID the grammar like all the damn endings ughyou like mr more  USERID ,damn,2,Oct2011,1
24190, USERID USERID the grey one i whore when we were over your house for the hurricane  USERID ,whore,1,Oct2011,1
9200, USERID USERID the hell hes shiless thank god for google and youtube lol  USERID ,hell,2,Oct2011,1
15058, USERID USERID the hell is it grade 12s pullin this shit or what  USERID ,hell,2,Oct2011,1
11740, USERID USERID the hell wrong with yu  USERID ,hell,2,Oct2011,1
18886, USERID USERID the homework blows but everything else is the shit bro  USERID ,shit,7,Oct2011,1
35933, USERID USERID the jankees had their shots and pop ups leave that damn stadium  USERID ,damn,2,Oct2011,1
13537, USERID USERID the little dance he did with that just so fucking weird hahahahah  USERID ,fuck,7,Oct2011,0
11406, USERID USERID the look and sound of the big lebowski is already perfect and not to be fucked with  USERID ,fuck,7,Oct2011,0
3174, USERID USERID the meaning is i love gay couples lmao hell freak out xd ofc being loyal as i am now how come im not jealous 3  USERID ,gay,1,Oct2011,1
29203, USERID USERID the minute i read that some guy on the bus was talkin about how pussy aint got no face rage  USERID ,pussy,1,Oct2011,1
26021, USERID USERID the perfect tramp stamp  USERID ,tramp,1,Oct2011,0
17279, USERID USERID the sad and depressing truth hes just to damned selfish one would think nearly dying would give him some perspective  USERID ,damn,2,Oct2011,1
27029, USERID USERID the school board voted on it smdh  shit fuck a weekend  USERID ,shit,7,Oct2011,1
38875, USERID USERID the sex scene was really fucked up  USERID ,fucked up,6,Oct2011,1
27230, USERID USERID the shit was wicked awesome i got helly footage on my phone  USERID ,hell,2,Oct2011,0
17722, USERID USERID the song was recorded in the marvin gaye studio room i fucked that all the way up  USERID ,gay,1,Oct2011,0
13, USERID USERID the sound is fairly fucking fantastic if i do say so myself  USERID ,fuck,7,Oct2011,0
10446, USERID USERID the website is actually keepitcromercouk the official petition is here  USERID ,tit,1,Oct2011,1
22693, USERID USERID them shits be dry loll  USERID ,shit,7,Oct2011,0
22617, USERID USERID them shits is real yo  USERID ,shit,7,Oct2011,0
3687, USERID USERID then where was u all damn day huh  USERID  USERID ,damn,2,Oct2011,0
