text,sentiment
rt  USERID USERID apparently that tidal shit is gonna be like jayz s new company thats like a spotify app  USERID interesting  USERID ,0
rt  USERID USERID april 10  USERID carver theatre  USERID  USERID  USERID kome fuck with me  USERID ,0
"rt  USERID USERID are paul plays were a south park animated style  USERID  USERID liverpool who plays and get pissed of at  USERID 
h…  USERID ",1
rt  USERID USERID are people actually thinking that zayn leaving is a publicity stunt thats one hell of a mean publicity stunt lolt  USERID ,1
rt  USERID USERID are you trying to seduce me oh fuck please dont URL  USERID ,1
rt  USERID USERID arguing with a feminazi block unfollow walk off a cliff bye bitch  USERID ,1
rt  USERID USERID ariana is probably so pissed off now bc of the comments  USERID ,1
rt  USERID USERID ariana shut that shit down real quick URL  USERID ,0
rt  USERID USERID arriving early for shit  USERID cant deal with this just want my bed  USERID  USERID ,1
rt  USERID USERID artschool is making me do weird shit and i think i just turned uma thurman into a blonde  USERID USERID URL  USERID ,0
rt  USERID USERID as a  USERID you can be the most loving human on the planet but you can also scare the complete shit out of someone if yo…  USERID ,0
rt  USERID USERID as a guy we dont appreciate shit a girl does for us smh  USERID ,1
rt  USERID USERID as long as u can admit certain things amp make the changes u need to make to improve u win no one is perfect screw whoever pr…  USERID ,0
rt  USERID USERID ash and i are really snapping about this snapchat shit  USERID  USERID ,0
rt  USERID USERID ashtons thoughts k michael my turn okay michael stop my turn fuck sakes michael really URL  USERID ,0
rt  USERID USERID asked andy kellett what falcao was like last night and he said he was shit  USERID ,1
rt  USERID USERID asked god for the perfect woman but i know thats not how god works so i stole ya bitch and asked for fogiveness  USERID ,0
rt  USERID USERID ass fuck  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID URL  USERID ,1
"rt  USERID USERID asshole whats up bitch 
girl hehe hey whats up  USERID 

nice guy hello beautiful  USERID 
girl hi  USERID ",0
rt  USERID USERID at my dawg  USERID USERID wedding man that shit was fun we cut up URL  USERID ,0
rt  USERID USERID ate shit on the mat but still won  USERID  USERID ,0
rt  USERID USERID australia im so damn excited  USERID this tour is gonna be fun as hell cant wait to see you all URL  USERID ,0
rt  USERID USERID aww ur so full of shit  USERID ,1
rt  USERID USERID aww youre so full of shit  USERID ,1
rt  USERID USERID axwell  USERID ingrosso fucking killed it holy shit  USERID ,1
"rt  USERID USERID ay 
that 
jeremiah 
planes is my shit g  USERID ",0
rt  USERID USERID aye  USERID who fuck with this beat  USERID URL  USERID ,0
rt  USERID USERID aye no one gives a fuck URL  USERID ,0
rt  USERID USERID aye this nigga said i look like a honeybun with an afro on instagram lmfao oh fuck he gassed my shit  USERID ,0
rt  USERID USERID ayo  USERID lor yo rocked her shit  USERID URL  USERID ,0
rt  USERID USERID az summers are like being in firey pits of hell  USERID ,0
rt  USERID USERID babies  USERID jet lag  USERID parental hell here are 5 ways to help with little kids jet lag  USERID  USERID  USERID URL  USERID ,1
rt  USERID USERID back on my gallon of water a day shit  USERID  USERID ,0
rt  USERID USERID back on my lean shit hmu  USERID ,0
rt  USERID USERID back out thru the window when i noticed this motherfucker is in bed asleep holy shit i start to panic because of how fuck…  USERID ,1
rt  USERID USERID backwoods bless my lungs fck u talm bout it heal an nuture em like shit  USERID ,0
rt  USERID USERID bad bitch aint nothing made up URL  USERID ,0
rt  USERID USERID bad bitch conspiracy  USERID  USERID ,1
rt  USERID USERID bad bitches is who i fuck with  USERID ,1
rt  USERID USERID balance is a bitch cause who on your back and who got your back sometimes that line dont exist  USERID ,1
rt  USERID USERID ball never crossed sit the fuck down  USERID ,1
rt  USERID USERID bands really help me when people make me feel like shit the bands i love get me through everything in times when im tot…  USERID ,0
rt  USERID USERID banging screw  USERID  USERID ,1
rt  USERID USERID bar i be confused is shit URL  USERID ,1
"rt  USERID USERID barber what you want

him hit me wit that end my life amp add a lil fuck my shit up on the back

barber say no more …  USERID ",1
"rt  USERID USERID barber what you want

him i dunno i got a lot of shit on my mind

barber say no more URL  USERID ",0
rt  USERID USERID barking without biting is just as pussy as being a nigga getting barked on and not doing shit  USERID ,1
rt  USERID USERID bashkingz never diassapoints  USERID over 300 tickets already sold now whos ready to get turnt the fuck up  USERID URL  USERID ,0
rt  USERID USERID basically all these new articles are like so larry is real and im like eye roll yeah no shit took you long enough  USERID ,0
rt  USERID USERID bathong  USERID  USERID USERID first i park my bicycle as i dont have a car cause the struggle is real then i fuck yo…  USERID ,0
rt  USERID USERID bbhmm performance is going to be  USERID im ready for some iconic pussy patting  USERID ,0
rt  USERID USERID bbm used to be my shit  USERID ,0
rt  USERID USERID be a woman to a man amp not a bitch to a nigga  USERID  USERID ,0
rt  USERID USERID be all on my dick i remember when u aint give me no play  USERID  USERID ,0
rt  USERID USERID be bored as shit ina house  USERID  USERID ,1
rt  USERID USERID be careful who you fuck w  USERID everybody aint loyal  USERID  USERID ,1
rt  USERID USERID be choosing sides over a bitch  USERID ,1
rt  USERID USERID be yourself fuck what anyone thinks how the fuck are you ever gonna be happy when all you do is try to please others  USERID ,1
rt  USERID USERID be yourself if they aint fuckin with you then who the fuck cares you got this  USERID ,0
rt  USERID USERID beach shit  USERID URL  USERID ,0
rt  USERID USERID beautiful black girl last night kept trying to touch my dick and said it was a waste that i was gay because she would fuck me in…  USERID ,1
rt  USERID USERID because  USERID this shit right here nigga  USERID  USERID URL  USERID ,0
rt  USERID USERID because mona vanderwaal would make a damn good president andrew  USERID  USERID ,0
rt  USERID USERID because us girls are daft as shit  USERID URL  USERID ,0
rt  USERID USERID becoming a cold hearted bitch wasn’t really what i planned to do with my life but here i am  USERID ,0
rt  USERID USERID been focused lately dont be making time for other shit  USERID ,0
rt  USERID USERID been on that fuck it attitude lately  USERID ,0
rt  USERID USERID been threw some horrible shit in life and im just waiting on my good luck tbh  USERID ,0
rt  USERID USERID been through some shit but lifes still good  USERID ,0
rt  USERID USERID been treated like shit all day today cant even explain how bad it makes me feel  USERID ,1
"rt  USERID USERID before an episode of ouat what the fuck is going on

after an episode of ouat what the fuck is going on  USERID ",1
rt  USERID USERID before and after harrys dick URL  USERID ,0
rt  USERID USERID before seeing lukes boner vs after URL  USERID ,0
rt  USERID USERID behind every fraud nigga  USERID is a lame bitch  USERID telling him how real he is  USERID  USERID ,1
rt  USERID USERID being 21 taught me that whatever shit youre facing leave it at the door when going home your parents deserves nothing les…  USERID ,0
rt  USERID USERID being a 1d fan is hard cause im watching some flop 10 year old award show for one damn award and they aint even there smh  USERID ,1
"rt  USERID USERID being gay is a choice
dont shove your homosexuality down my throat
just fucking stay in the closet you fag URL  USERID ",0
rt  USERID USERID being high as fuck in public URL  USERID ,0
rt  USERID USERID being ignored is one of my biggest pet peeves like i will blow up your shit till you text back  USERID  USERID ,1
rt  USERID USERID being in a relationship with me you have to understand im annoying af i do the cutest most annoying shit ever  USERID b…  USERID ,1
rt  USERID USERID being in love can take you to the highest peaks of heaven or through the lowest points of hell  USERID ,0
rt  USERID USERID being indirect bad your health it show you pussy  USERID ,1
rt  USERID USERID being pissed off and trying to hide it is really hard  USERID ,1
rt  USERID USERID being pretty n shit with  USERID USERID who murdered it tonight  USERID URL  USERID ,1
rt  USERID USERID being single boring as hell sometimes tho not even gone lie  USERID but ill live  USERID ,1
rt  USERID USERID believe it bitch URL  USERID ,0
rt  USERID USERID bent over his cock ready to slip into my moist mouth  USERID URL  USERID ,0
rt  USERID USERID best fans if only they knew how much they slut shamed and how sexist they were  USERID ,0
rt  USERID USERID best one yet im really crying what the fuck  USERID URL  USERID ,1
rt  USERID USERID best relationship is when you can argue amp then work it out fuck that breaking up shit  USERID ,0
rt  USERID USERID best shit  USERID is having a lover and bestfriend at the same time  USERID  USERID ,1
rt  USERID USERID bet not come to me about shit  USERID cause i aint listening  USERID and not giving af  USERID ,1
rt  USERID USERID bet that shit tastes well nice URL  USERID ,0
rt  USERID USERID between this dress shit amp taylor sydney amp tori twitter got me like URL  USERID ,0
rt  USERID USERID big cock URL  USERID ,0
rt  USERID USERID big daddy dominates young latina slut  USERID  USERID ,0
"rt  USERID USERID big fucking bucket loads of shit hitting the fan again

an autobiography  USERID ",0
"rt  USERID USERID big house long hallways got 10 bathrooms i can shit all day nigga

 lil wayne  USERID ",0
rt  USERID USERID bitch april is coming in less than 48 hours  USERID ,1
rt  USERID USERID bitch ass square up  USERID URL  USERID ,0
rt  USERID USERID bitch betta have ma money  USERID ,0
rt  USERID USERID bitch betta have my money  USERID ,0
rt  USERID USERID bitch better have my taylor swift tickets  USERID ,0
rt  USERID USERID bitch boring still aint did no shit  USERID  USERID ,1
rt  USERID USERID bitch forgot she was in the car  USERID URL  USERID ,1
rt  USERID USERID bitch got me fucked up period  USERID URL  USERID ,0
rt  USERID USERID bitch i dont care how hot you look if you have a shitty personality then youre unattractive to me lol  USERID ,1
rt  USERID USERID bitch i dont give a fuck about you or anything that you do  USERID  USERID ,0
rt  USERID USERID bitch i miss you i cant wait to see you but i fuck wit you the long way no matter what i stamp you know how im roc…  USERID ,0
rt  USERID USERID bitch im from the dirty south but do not fuck with lames and shit  USERID  USERID USERID  USERID USERID i peeped it bro ahhaah  USERID ,0
rt  USERID USERID bitch nigga  USERID definitions include a guy who acts more like a bitch then the bitch do  USERID ,0
rt  USERID USERID bitch niggas do bitch things so i treat them as such  USERID ,0
rt  USERID USERID bitch no when i screamed to tyleel get em liana get em and the bitch damn near fell off the bike  USERID ,1
rt  USERID USERID bitch please if you dont like me say it to my face not through your status  USERID  USERID ,1
rt  USERID USERID bitch stays sneak dissin lmao if you really bout ya shit be direct  USERID  USERID  USERID ,0
rt  USERID USERID bitch take me on a fucking date  USERID ,1
rt  USERID USERID bitch there aint no damn quote on the back of the necklace im suing URL  USERID ,1
rt  USERID USERID bitch u stupid  USERID ,0
rt  USERID USERID bitch want the money better work for it  USERID  USERID ,1
rt  USERID USERID bitch we finna bug up  USERID  USERID USERID  USERID USERID  USERID ,0
rt  USERID USERID bitch we in this forever  USERID  USERID ,0
rt  USERID USERID bitch what URL  USERID ,1
rt  USERID USERID bitch you did me so wrong  USERID ,1
rt  USERID USERID bitch you smell like pumpkin spice latte  USERID USERID  USERID ,1
rt  USERID USERID bitches aint checking shit but my twitter and thats facts  USERID ,0
rt  USERID USERID bitches always claim they not worried about me but stay saying my name out their mouth like hoe your worried  USERID  USERID ,1
rt  USERID USERID bitches b claimin they gay then end up pregnant why yall sneek dickin  USERID ,1
rt  USERID USERID bitches b thinkin dey b havin real niggas lol yo bf a bitch and he dont get no respect yu only one who respect em  USERID ,0
rt  USERID USERID bitches be dirty see this exactly why i dont go to parties i dont have time for that shit  USERID  USERID ,1
"rt  USERID USERID bitches be like 
im single cause these niggas cant handle me bitch we not ya mama nor daddy control ya self hoe  USERID ",0
rt  USERID USERID bitches be like omg he hurt my heart bitch ponte mentol y ya  USERID ,1
rt  USERID USERID bitches be like you still mess with whats her name  USERID bitch stop playing you know her first and last name  USERID plus twitter…  USERID ,1
rt  USERID USERID bitches be like you still mess with whats her name  USERID bitch stop playing you know her first and last name  USERID plus t…  USERID ,1
rt  USERID USERID bitches be mad over shit u had no control over like your father bein in your life  USERID u being cute or ya nigga being in …  USERID ,0
rt  USERID USERID bitches be so stupid like damn yall need some type of help cause helping isnt helping smh  USERID ,1
rt  USERID USERID bitches be talking shit and dont know you  USERID  USERID ,1
"rt  USERID USERID bitches be trash ass gfs to they man 

amp a bitch come to her man saying u needa real woman in ya life thats a good lo…  USERID ",0
rt  USERID USERID bitches dont have accurate information so they make up shit  USERID  USERID ,1
rt  USERID USERID bitches dont have an education ambition or a job amp have the nerve to say all guys want is pussy well bitch that…  USERID ,1
rt  USERID USERID bitches favorite my picture and think im fina lurk on they page bitch im not you  USERID  USERID  USERID ,0
rt  USERID USERID bitches favorite saying  USERID USERID is you a lucky nigga if my mean ass like you like bitch all them bodies you cant be that me…  USERID ,0
rt  USERID USERID bitches fraud as fuck  USERID ,1
rt  USERID USERID bitches get caught up with a nigga they know still fucking with a bitch amp wanna be like  USERID they feelings hurt you set yasel…  USERID ,1
rt  USERID USERID bitches get cheated on and then decide to tell the tl what happened like we supposed to care like bitch stop tweeting and go…  USERID ,1
rt  USERID USERID bitches give up the pussy quick n think a nigga fenna respect them  USERID nope ur a thottie  USERID  USERID ,0
rt  USERID USERID bitches love fucking niggas with girls then brag about it  USERID bitch you not raw you trifling as fuck hoe  USERID ,0
rt  USERID USERID bitches love to fuck with lame ass niggas who treat them like  USERID  USERID ,1
rt  USERID USERID bitches must think im pussy or some shit act like i wont put them in their places  USERID  USERID ,1
rt  USERID USERID bitches never had shit from vs so when they get they first pink panties they post them all over twitter  USERID ,1
rt  USERID USERID bitches sneak diss cause they know better then to say that shit to you  USERID  USERID ,1
rt  USERID USERID bitches swear i talk about them like holmes i dont want you nomore i dont fwu nd you dont mean shit to me what don…  USERID ,0
rt  USERID USERID bitches swear they be killing shit with they lil cheap ass outfits  USERID ,1
rt  USERID USERID bitches swear they in love  USERID show pics an all  USERID few months later they back to saying niggas aint shit  USERID  USERID ,1
rt  USERID USERID bitches that tell they nigga they dont suck dick is so immature like thats yo nigga youre grown fuck what everybody thi…  USERID ,1
rt  USERID USERID bitches think its cute and okay when they nigga call them a bitch  USERID thats one thing i cant and wont tolerate  USERID ,1
rt  USERID USERID bitches think they the shit like no boo  USERID ,1
rt  USERID USERID bitter ass bitches now of days these hoes be extra wack always giving they opinion like bitch when did i ask for that  USERID ,1
rt  USERID USERID black girls be so damn fine  USERID URL  USERID ,0
rt  USERID USERID black is damn near my favorite color to wear its just so live too me lol  USERID ,0
rt  USERID USERID black men will never understand the unwantedness black women endure on a daily basis fuck tweets like that actually sadd…  USERID ,1
"rt  USERID USERID black people 

we dont play that prank shit  USERID URL  USERID ",0
rt  USERID USERID black people fuck with me now  USERID ,1
rt  USERID USERID black women born wit curves why go load yourself with toxic shit for a bigger ass  USERID ,0
rt  USERID USERID block me if u want  USERID ima still be on ur tl bitch  USERID ,1
rt  USERID USERID blocked lindsay annoying cunt  USERID ,1
rt  USERID USERID blocked on every social site and on the imessage and then sub tweet me saying that im not trying how the fuck  USERID ,1
rt  USERID USERID bloody hell randy orton  USERID ,0
rt  USERID USERID bloody hell they got kevin mcguire on things looking up  USERID  USERID ,0
rt  USERID USERID bloody hell you can sign me up for field labour  USERID  USERID ,0
rt  USERID USERID blow drying each others balls and shit im so done with this band  USERID ,0
rt  USERID USERID bmt john cena needs to relax nobody cares about this captain america shit  USERID ,1
rt  USERID USERID bobby bitch URL  USERID ,0
rt  USERID USERID boobarellaconfucius says good depth in personality will get you deep in good pussy  USERID  USERID ,0
rt  USERID USERID book fairs used to be the shit  USERID URL  USERID ,0
rt  USERID USERID booty grabbing is so damn important  USERID  USERID ,0
rt  USERID USERID bored as hell  USERID ,1
rt  USERID USERID born alone die alone fuck people tbh  USERID ,0
rt  USERID USERID bout black ass shit  USERID ,0
rt  USERID USERID bout to lose my voice fuckin with  USERID USERID  USERID my shit been gone for like 4 days  USERID ,1
rt  USERID USERID boutta blow up ant notifications with a lot of shit  USERID later on  USERID USERID  USERID ,1
"rt  USERID USERID boy get the hell on

“mydicksuckthat thats odd future  USERID “preera name 5 rappers u see in this pic go URL  USERID ",0
rt  USERID USERID boyfriends are supposed to love you despite all of your annoying moments the times you screw up your emotional days…  USERID ,0
rt  USERID USERID boys that are good with kids thats the shit i like  USERID ,0
rt  USERID USERID boys will tell you they dont like a girl but then yall break up they fucking with each other and shit  USERID  USERID ,1
"rt  USERID USERID brandnew URL

babes  USERID  USERID  USERID  USERID  USERID  USERID fuck her now

lexyjane  USERID http…  USERID ",0
rt  USERID USERID breaking news u still aint shit  USERID ,1
rt  USERID USERID breaking news you still aint shit  USERID ,1
rt  USERID USERID breh im hungrier than a fat bitch at kfc with no money  USERID ,1
"rt  USERID USERID brent rivera does stand up

moms b like

crowd of 12 year old girls shit their pants  USERID ",0
rt  USERID USERID britney spears went through hell in 2007 and came out of it stronger than ever URL  USERID ,0
"rt  USERID USERID bro gene simmons in the shit i love that guy

radiodisney  USERID  USERID  USERID ",0
rt  USERID USERID bro i didnt retweet this shit a long time ago  USERID URL  USERID ,0
rt  USERID USERID bro killed that shit fr fr  USERID USERID  USERID ,1
rt  USERID USERID bro kiss my booboo dont be a dick dude its a fuckin ouchy thought we were bros shit hurts id kiss ur booboo come on d…  USERID ,0
"rt  USERID USERID brock lesnar sunday at wrestlemania im going home with that damn belt

brock is back URL  USERID ",1
rt  USERID USERID brock resigned and yet reigns will still go over for some reason because fuck you  USERID ,1
rt  USERID USERID broke bitches that talk shit  USERID now them the bitches i stunt for  USERID  USERID ,0
rt  USERID USERID broke hoe you need a fucking job  USERID ,1
rt  USERID USERID bruh fuck im done  USERID URL  USERID ,1
rt  USERID USERID bruh i hate this group message  USERID yall going to hell  USERID ,1
rt  USERID USERID bruh niggas dont give a fuck no more URL  USERID ,0
rt  USERID USERID bruhh i got a haircut friday and todays sunday so i have less than 24 hours to bag a bitch til im ugly again  USERID ,0
"rt  USERID USERID bryan wont have a month long hot potato reign for sure ic yes era

spots all over the place shit was awesome  USERID  USERID ",0
rt  USERID USERID bryceharper swingin pissed off  USERID URL  USERID ,1
rt  USERID USERID buni yadi happens nothing bama nothing baga nothing chibok nothing you cant come and swear you give a damn after that …  USERID ,0
rt  USERID USERID but did you guys see lukes boner and how he stuck his hand in his pocket to hide it URL  USERID ,0
rt  USERID USERID but g shit i cant slack these 4th 9weeks  USERID ,1
rt  USERID USERID but i gotta start getting over shit  USERID ,0
"rt  USERID USERID but i need to tell you something

i really really really really really really 

hate you bitch  USERID ",0
rt  USERID USERID but real talk your outpourings are amazing thank you for your love we live to serve and by serve i mean fuck with your fe…  USERID ,0
rt  USERID USERID but seriously unless were in a relationship i dont broadcast shit about you might subtweet or tweet in reference to y…  USERID ,0
rt  USERID USERID but so serious rt  USERID USERID ill burn his shit down toosike nah  USERID  USERID ,0
rt  USERID USERID butter chicken fight club beef over talking shit on anon accounts nudes getting leaked  USERID brampton never fails to entertain  USERID ,1
rt  USERID USERID cURLy hair makes me weak as fuck man idk why  USERID ,1
rt  USERID USERID cai is a cunt its true  USERID ,0
rt  USERID USERID call a girl a bitch and shell get offended but if u put bad in front shell swear shes a queen  USERID ,0
rt  USERID USERID call her a bitch too “kylegotjokes this nigga call your girl a bitch on the plane wyd URL  USERID ,0
rt  USERID USERID call one direction whatever the hell you want but always remember they were nominated for the same award as beyoncé and the…  USERID ,0
rt  USERID USERID call one direction whatever the hell you want but always remember they were nominated for the same award as beyoncé and …  USERID ,0
rt  USERID USERID call yo auntie and yo uncle bitch you betta get my money up  USERID  USERID ,0
rt  USERID USERID calm down daylight saving time unless you can turn the clock back 20 years you aint saving me shit  USERID ,1
rt  USERID USERID calor de shit  USERID  USERID ,0
rt  USERID USERID calum almost bitch slapped michael with that award by accident URL  USERID ,0
rt  USERID USERID calum looks so broad fuck  USERID URL  USERID ,1
rt  USERID USERID calum tonight  USERID damn those glasses  USERID URL  USERID ,0
"rt  USERID USERID can european people keep voting fuck i need to sleep its 2 am

voteonedirection  USERID  USERID ",1
rt  USERID USERID can i facetime your pussy  USERID  USERID ,0
rt  USERID USERID can i fuck your mind  USERID ,1
rt  USERID USERID can i just have a relationship where were complete assholes to one another but were also sweet as shit  USERID ,0
rt  USERID USERID can louis come back online and drag this burnt potato chip back to hell  USERID ,1
rt  USERID USERID can michael fuck me please  USERID ,1
"rt  USERID USERID can people look up the difference between iphones and boners

not that you cant see the phone next to the boner but okay  USERID ",1
rt  USERID USERID can someone shut this bitch up and let them fight  USERID  USERID ,1
rt  USERID USERID can the real spring weather come like damn  USERID ,0
"rt  USERID USERID can we talk about how our boys and justin bieber with kids bcs its so damn cute
directionersarehereforbeliebers http…  USERID ",0
rt  USERID USERID can you fucking keep harry out of this he has nothing to do with this please shut the fuck up  USERID ,1
rt  USERID USERID can you see the fuck you in my smile  USERID ,0
rt  USERID USERID cannot stand it when people shit on wwe but refuse to look deeper into it and be so fucking stubborn  USERID ,1
rt  USERID USERID cannot stand this hell i feel  USERID ,1
rt  USERID USERID cant be stressing shit that aint gonna matter a year later  USERID ,1
rt  USERID USERID cant beat everybody im not a bitch tho  USERID ,0
rt  USERID USERID cant believe u guys are saying shit about zayn for doing what makes him happy like do you guys realize youre talking ab…  USERID ,1
rt  USERID USERID cant breathe bitch you can breathe if your typing  USERID ,1
rt  USERID USERID cant date a bitch with no magic erase eyebrows fuck around hug her too tight and wipe off half her face  USERID ,1
rt  USERID USERID cant even remember the last time i was in my feelings  USERID that shit just not me to stress anything  USERID ,1
rt  USERID USERID cant fuck my hoe cause its levels to this bitch  USERID  USERID ,1
rt  USERID USERID cant fuck wit freaky girls man smh URL  USERID ,1
rt  USERID USERID cant fuck with to many cause them niggas aint going ride for you  USERID ,1
rt  USERID USERID cant lie it looks fucking shit when its bright like that outside  USERID  USERID ,0
rt  USERID USERID cant no group of niggas sit around and say how they fucked me shits dead aint no hoe up in my blood  USERID  USERID ,0
rt  USERID USERID cant say someones weave is shit when you look like a disabled frog with lupus are you rude chill your forehead please  USERID ,1
rt  USERID USERID cant skate for shit but i can rock a tech deck  USERID ,0
rt  USERID USERID cant sleep  USERID this is shit  USERID got shit to do tomorrow i mean today  USERID ,1
"rt  USERID USERID cant sleep all night
sun comes up
passes the fuck out  USERID ",1
rt  USERID USERID cant sleep for shit  USERID ,1
rt  USERID USERID cant sleep for shit wtf yo  USERID  USERID ,1
rt  USERID USERID cant sleep too much shit on my mind  USERID ,1
rt  USERID USERID cant stand liars  USERID dont even talk to me if you on that bull shit once you lost my trust good luck tryna get it back  USERID  USERID ,1
rt  USERID USERID cant stand people who break up with someone then constantly talk shit about them seriously u werent complaining when u were f…  USERID ,1
rt  USERID USERID cant stand people who dont smile back at u when u smile at them in the street pure rude as fuck snobby wee cows  USERID ,1
rt  USERID USERID cant trust a bitch who lets the microwave hit 0 she doesnt care about her lifeshe probably jumps on the lava part of…  USERID ,1
rt  USERID USERID cant trust shit these hoes say  USERID ,1
rt  USERID USERID cant wait for hawaii holy shit  USERID ,0
rt  USERID USERID can’t fuck w no soda i can’t explain that shit is terrible  USERID ,1
rt  USERID USERID can’t wait to live with a shawty amp argue about stupid shit on why i ate all of her greek yogurt when i said i didn’t li…  USERID ,0
rt  USERID USERID car service 2 on a bitch hahaha uber  USERID ,1
rt  USERID USERID carina high as shit  USERID ,0
rt  USERID USERID carol funny as shit  USERID  USERID ,0
rt  USERID USERID carol just made pete her bitch  USERID ,0
rt  USERID USERID carol really was like yeah i just put a knife to your throat fuck you gon do  USERID  USERID URL  USERID ,0
rt  USERID USERID carterreynolds never fav my tweet again you ugly bitch  USERID ,1
rt  USERID USERID casillas is a bigger fraud than kompany fucking hell  USERID ,1
rt  USERID USERID cause fuck me right  USERID ,0
rt  USERID USERID cause hes a millionaire you gold digging bitch  USERID USERID why dont boys like brooklyn beckham go to my school URL  USERID ,0
rt  USERID USERID cause people only fuck w you if they need something and im not for that  USERID ,1
rt  USERID USERID cause the same bitch that eat da clique like she diking  USERID  USERID ,1
rt  USERID USERID celebritys think its okay to name their kids dumb shit  USERID  USERID ,1
rt  USERID USERID cena with the back springboard stunnerwhat the hell  USERID  USERID ,1
rt  USERID USERID censored anime pussy URL  USERID ,0
rt  USERID USERID certain shit i just aint dealing wit this year  USERID ,1
rt  USERID USERID challenge accepted bitch  USERID  USERID ,0
rt  USERID USERID charles doesnt hold back mt  USERID USERID  USERID USERID  USERID is so damn intense  USERID ,0
rt  USERID USERID chase your dreams fuck what they think  USERID ,0
rt  USERID USERID cheaters dont make sense if you wanna fuck with someone else end your current relationship  USERID ,1
rt  USERID USERID check my feminist redesign of zelda where shes a tomboy i wanna fuck feminism  USERID ,0
rt  USERID USERID cheeky as fuck  USERID URL  USERID ,0
rt  USERID USERID chibiusa is a piece of shit  USERID ,1
"rt  USERID USERID chickenhawks  USERID USERID trolling for poll ratings amp idiot base could not give a shit about veterans 
URL URL  USERID ",1
rt  USERID USERID chicks dont get that what niggas will fuck and what niggas will date are two different categories that baffles them  USERID USERID  USERID ,1
rt  USERID USERID chicks worried about hell think im a ho if i fuck him wo making him wait are still dealing with boys grown men fin…  USERID ,1
rt  USERID USERID chile yall bitches team up and befriend any damn body  USERID ,0
rt  USERID USERID chill the fuck out  USERID ,1
rt  USERID USERID choke on your fucking running shoes you ignorant cunt URL  USERID ,1
rt  USERID USERID choreo i see you bitch  USERID ,0
rt  USERID USERID chris brown was in the crowd mad as a bitch lol he fucked up  USERID ,1
rt  USERID USERID chris threw a fucking big ass halloween spider at me im so dead  USERID ,1
rt  USERID USERID church for niggas that believe anything they  USERID USERID can say you going to hell for walking straight and they will walk differ…  USERID ,1
rt  USERID USERID church freaks are more likely to give up the pussy rt  USERID USERID you guys gotta stop meeting your wives at the club and meet …  USERID ,0
rt  USERID USERID ciara acting like a crazy bitch in this gif  USERID URL  USERID ,1
rt  USERID USERID claim your girl love your girl fuck your girl spoil your girl be faithful to your girl trust your girl amp she will …  USERID ,0
rt  USERID USERID clash of clans and boombeach are so addicting haha damn you supercell  USERID ,0
"rt  USERID USERID click here to watch the video URL
big tits pornstar rachel starr blowjob and cum swa
almi… http…  USERID ",0
rt  USERID USERID clingy girls so attractive like who doesnt want a girl whose only on they dick 247 amp not other niggas  USERID ,1
rt  USERID USERID cloud twisters be like damn  USERID USERID URL  USERID ,1
rt  USERID USERID cmon man dick all out man  USERID URL  USERID ,0
rt  USERID USERID co asks “reshcardolucas no hate but since when did being a bitch become something to boast bot”  USERID ,0
rt  USERID USERID cole fucking rips this shit man URL  USERID ,1
rt  USERID USERID college is gonna be a shock to me bc i dont do shit now  USERID ,1
rt  USERID USERID come and fuck me  USERID  USERID URL  USERID ,0
rt  USERID USERID comedycentral what kind of bitch eggs his neighbors house shaq  USERID  USERID ,1
rt  USERID USERID coming soon‼  USERID USERID amp  USERID USERID new video called talk that shit shit is  USERID  USERID  USERID h…  USERID ,0
rt  USERID USERID congrats to  USERID USERID for winning an amazing  USERID grand finals good shit to sushi too i need like 8 beers after that  USERID ,0
"rt  USERID USERID connor is gay but he likes pussy 






































cats



…  USERID ",0
rt  USERID USERID constantly stuck between i wanna get my shit together and lifes too short so fuck it imma do whatever  USERID ,0
rt  USERID USERID convinced these hoes aint shit  USERID ,0
rt  USERID USERID cookin up some fye shit all that on da way  USERID ,0
rt  USERID USERID cool shit URL  USERID ,0
rt  USERID USERID cortana has fuck all on siri  USERID URL  USERID ,0
rt  USERID USERID couldnt think of anything worse than having a shit job u hated for the rest of your life  USERID ,0
rt  USERID USERID coz all i see on here is people retweeting fight vines or lame meme shit or hash tagging like you care about something  USERID USERID  USERID ,0
rt  USERID USERID cozy as fuck  USERID ,0
rt  USERID USERID crank that shit rt  USERID USERID its deathspells time  USERID USERID  USERID ,0
"rt  USERID USERID crawls the hell away god damn it that bastard is mine

thewalkingdead  USERID  USERID ",1
rt  USERID USERID crazy ass shit URL  USERID ,0
rt  USERID USERID creamy pussy the best  USERID ,0
rt  USERID USERID cry to me everyday how you have nothing amp no where to sleep  USERID bitch gtfo  USERID ,1
rt  USERID USERID crying because at this time we would all be doing some dumb shit together URL  USERID ,1
rt  USERID USERID cuckolding rt  USERID USERID empower yourself lock your hubbys dick in a  USERID URL http…  USERID ,0
rt  USERID USERID cuddling  USERID like that shit  USERID ,0
rt  USERID USERID cuddling and kissing i like that shit  USERID ,0
rt  USERID USERID cunt punt that bitch  USERID ,0
rt  USERID USERID curb stomp reverse rko was video game level shit apeshit ending  USERID  USERID ,1
"rt  USERID USERID curiosity killed the cat 

well shit this anxiety is killing me too  USERID ",1
rt  USERID USERID current mood lukes dick inside me  USERID ,0
rt  USERID USERID cut a bitch off she start acting different  USERID ,1
